Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Year
208;Isaiah Hartenstein;C;25;NYK;75;49;25.3;3.1;4.9;0.644;0.0;0.0;0.333;3.1;4.8;0.646;0.645;1.5;2.1;0.707;3.3;5.1;8.3;2.5;1.2;1.1;1.2;2.8;7.8;2023-2024
209;Sam Hauser;SF;26;BOS;79;13;22.0;3.2;7.1;0.446;2.5;5.9;0.424;0.7;1.2;0.559;0.623;0.2;0.2;0.895;0.6;2.9;3.5;1.0;0.5;0.3;0.4;1.3;9.0;2023-2024
210;Jordan Hawkins;SG;21;NOP;67;10;17.3;2.6;6.8;0.382;1.6;4.4;0.366;1.0;2.4;0.411;0.501;1.0;1.2;0.838;0.4;1.8;2.2;1.0;0.3;0.1;0.6;1.1;7.8;2023-2024
211;Jaxson Hayes;C;23;LAL;70;5;12.5;1.8;2.5;0.72;0.0;0.1;0.0;1.8;2.4;0.754;0.72;0.7;1.2;0.622;1.0;2.0;3.0;0.5;0.5;0.4;0.6;1.8;4.3;2023-2024
212;Killian Hayes;PG;22;DET;42;31;24.0;2.8;6.7;0.413;0.5;1.8;0.297;2.3;5.0;0.455;0.452;0.8;1.2;0.66;0.3;2.6;2.8;4.9;0.9;0.5;1.2;1.8;6.9;2023-2024
213;Gordon Hayward;SF;33;TOT;51;28;24.4;3.7;7.9;0.464;0.7;1.8;0.411;2.9;6.1;0.479;0.51;1.7;2.4;0.742;0.7;2.8;3.5;3.1;0.8;0.3;1.3;1.3;9.8;2023-2024
213;Gordon Hayward;SF;33;CHO;25;25;31.9;5.6;11.9;0.468;0.9;2.4;0.361;4.7;9.4;0.496;0.505;2.5;3.2;0.765;1.0;3.7;4.7;4.6;1.1;0.5;2.0;1.8;14.5;2023-2024
213;Gordon Hayward;SF;33;OKC;26;3;17.2;1.8;4.1;0.453;0.6;1.1;0.517;1.3;3.0;0.429;0.524;1.0;1.5;0.692;0.5;2.0;2.5;1.6;0.5;0.0;0.6;0.8;5.3;2023-2024
214;Scoot Henderson;PG;19;POR;62;32;28.5;5.0;12.9;0.385;1.4;4.3;0.325;3.5;8.5;0.416;0.44;2.7;3.3;0.819;0.9;2.3;3.1;5.4;0.8;0.2;3.4;3.1;14.0;2023-2024
215;Taylor Hendricks;PF;20;UTA;40;23;21.4;2.7;6.0;0.45;1.3;3.5;0.379;1.4;2.5;0.55;0.56;0.6;0.7;0.793;1.2;3.5;4.6;0.8;0.7;0.8;0.7;1.9;7.3;2023-2024
216;Tyler Herro;SG;24;MIA;42;40;33.5;7.7;17.5;0.441;3.1;7.9;0.396;4.6;9.6;0.478;0.531;2.3;2.6;0.856;0.5;4.8;5.3;4.5;0.7;0.1;2.2;1.5;20.8;2023-2024
217;Buddy Hield;SG-SF;31;TOT;84;42;25.7;4.4;10.1;0.436;2.6;6.8;0.386;1.8;3.4;0.539;0.565;0.6;0.7;0.881;0.7;2.5;3.2;2.8;0.8;0.5;1.2;2.0;12.1;2023-2024
217;Buddy Hield;SF;31;IND;52;28;25.7;4.4;9.9;0.443;2.6;6.9;0.384;1.8;3.1;0.575;0.575;0.5;0.6;0.848;0.7;2.6;3.2;2.7;0.8;0.6;1.2;2.0;12.0;2023-2024
217;Buddy Hield;SG;31;PHI;32;14;25.8;4.4;10.4;0.426;2.6;6.6;0.389;1.9;3.8;0.492;0.55;0.8;0.8;0.923;0.8;2.3;3.2;3.0;0.8;0.3;1.3;2.1;12.2;2023-2024
218;Haywood Highsmith;PF;27;MIA;66;26;20.7;2.3;5.0;0.465;1.2;2.9;0.396;1.2;2.1;0.562;0.581;0.3;0.5;0.639;1.0;2.2;3.2;1.1;0.8;0.5;0.5;1.8;6.1;2023-2024
219;Nate Hinton;SG;24;HOU;15;0;5.0;0.7;1.7;0.423;0.5;0.9;0.5;0.3;0.8;0.333;0.558;0.3;0.3;0.8;0.5;1.0;1.5;0.7;0.2;0.1;0.2;0.7;2.2;2023-2024
220;D'Moi Hodge;SG;25;LAL;7;0;5.9;0.7;2.1;0.333;0.4;1.7;0.25;0.3;0.4;0.667;0.433;0.1;0.3;0.5;0.0;0.0;0.0;0.7;0.1;0.1;0.1;0.6;2.0;2023-2024
221;Aaron Holiday;PG;27;HOU;78;1;16.3;2.4;5.3;0.446;1.1;2.8;0.387;1.3;2.6;0.51;0.547;0.7;0.8;0.921;0.3;1.3;1.6;1.8;0.5;0.1;0.7;1.6;6.6;2023-2024
222;Jrue Holiday;PG;33;BOS;69;69;32.8;4.8;10.0;0.48;2.0;4.7;0.429;2.8;5.3;0.526;0.581;0.9;1.0;0.833;1.2;4.2;5.4;4.8;0.9;0.8;1.8;1.6;12.5;2023-2024
223;Justin Holiday;SG;34;DEN;58;9;14.9;1.5;3.3;0.454;0.9;2.3;0.404;0.6;1.0;0.569;0.595;0.1;0.1;0.75;0.2;1.1;1.2;1.2;0.6;0.2;0.2;1.2;4.0;2023-2024
224;Richaun Holmes;C-PF;30;TOT;40;10;13.9;2.1;3.7;0.558;0.0;0.1;0.333;2.0;3.6;0.563;0.561;0.9;1.2;0.723;1.8;2.8;4.6;0.6;0.3;0.5;0.6;1.9;5.0;2023-2024
224;Richaun Holmes;C;30;DAL;23;2;10.3;1.4;2.6;0.559;0.0;0.0;0.0;1.4;2.6;0.559;0.559;0.5;0.9;0.571;1.4;2.0;3.4;0.7;0.1;0.4;0.5;1.4;3.4;2023-2024
224;Richaun Holmes;PF;30;WAS;17;8;18.7;2.9;5.2;0.557;0.1;0.2;0.333;2.8;5.0;0.565;0.563;1.3;1.5;0.846;2.2;3.9;6.1;0.6;0.5;0.6;0.7;2.4;7.1;2023-2024
225;Chet Holmgren;C;21;OKC;82;82;29.4;6.2;11.6;0.53;1.6;4.3;0.37;4.6;7.4;0.623;0.598;2.7;3.4;0.793;1.6;6.3;7.9;2.4;0.6;2.3;1.6;2.4;16.5;2023-2024
226;Jalen Hood-Schifino;SG;20;LAL;21;0;5.2;0.5;2.1;0.222;0.1;0.7;0.133;0.4;1.4;0.267;0.244;0.6;1.0;0.6;0.1;0.5;0.6;0.4;0.1;0.1;0.4;0.6;1.6;2023-2024
227;Al Horford;C;37;BOS;65;33;26.8;3.3;6.4;0.511;1.7;4.0;0.419;1.6;2.5;0.658;0.64;0.4;0.5;0.867;1.3;5.1;6.4;2.6;0.6;1.0;0.7;1.4;8.6;2023-2024
228;Talen Horton-Tucker;PG;23;UTA;51;11;19.8;3.6;9.1;0.396;1.2;3.6;0.33;2.4;5.5;0.438;0.46;1.7;2.1;0.807;0.4;2.0;2.4;3.5;0.9;0.4;1.3;1.8;10.1;2023-2024
229;Danuel House Jr.;SF;30;PHI;34;4;15.0;1.4;3.1;0.448;0.4;1.5;0.3;0.9;1.6;0.582;0.519;1.0;1.4;0.761;0.5;1.2;1.7;0.8;0.4;0.1;0.6;1.3;4.2;2023-2024
230;Caleb Houstan;SF;21;ORL;59;13;13.8;1.4;3.5;0.388;1.2;3.3;0.373;0.1;0.2;0.615;0.563;0.4;0.4;0.808;0.5;0.9;1.4;0.5;0.3;0.1;0.3;1.0;4.3;2023-2024
231;Jett Howard;SF;20;ORL;18;0;3.7;0.6;1.7;0.333;0.4;1.4;0.28;0.2;0.3;0.6;0.45;0.1;0.2;0.5;0.1;0.3;0.4;0.3;0.1;0.1;0.2;0.2;1.6;2023-2024
232;Kevin Huerter;SG;25;SAC;64;59;24.4;3.9;8.8;0.443;1.9;5.3;0.361;2.0;3.4;0.571;0.553;0.6;0.7;0.766;0.6;2.9;3.5;2.6;0.7;0.4;0.8;2.1;10.2;2023-2024
233;Jay Huff;C;25;DEN;20;0;2.5;0.5;0.8;0.6;0.2;0.5;0.333;0.3;0.3;1.0;0.7;0.1;0.1;1.0;0.1;0.5;0.6;0.1;0.1;0.2;0.1;0.5;1.2;2023-2024
234;De'Andre Hunter;SF;26;ATL;57;37;29.5;5.3;11.6;0.459;2.1;5.3;0.385;3.3;6.3;0.521;0.547;2.9;3.4;0.847;0.5;3.4;3.9;1.5;0.7;0.3;1.5;2.6;15.6;2023-2024
235;Matthew Hurt;PF;23;MEM;8;0;14.1;1.5;4.3;0.353;0.6;2.5;0.25;0.9;1.8;0.5;0.426;0.4;0.4;1.0;1.1;0.9;2.0;0.5;0.4;0.4;0.3;1.0;4.0;2023-2024
236;Bones Hyland;PG;23;LAC;37;5;14.6;2.6;6.8;0.386;1.2;3.6;0.326;1.4;3.1;0.457;0.474;0.5;0.6;0.783;0.1;1.4;1.5;2.5;0.7;0.1;1.2;1.4;6.9;2023-2024
237;Joe Ingles;SF;36;ORL;68;0;17.2;1.5;3.3;0.436;1.0;2.4;0.435;0.4;1.0;0.439;0.59;0.4;0.5;0.824;0.3;1.8;2.1;3.0;0.6;0.1;1.0;1.3;4.4;2023-2024
238;Brandon Ingram;SF;26;NOP;64;64;32.9;7.8;15.9;0.492;1.3;3.8;0.355;6.5;12.1;0.534;0.534;3.8;4.8;0.801;0.7;4.4;5.1;5.7;0.8;0.6;2.5;2.3;20.8;2023-2024
239;Kyrie Irving;SG;31;DAL;58;58;35.0;9.7;19.5;0.497;3.0;7.3;0.411;6.7;12.2;0.548;0.573;3.3;3.6;0.905;0.8;4.2;5.0;5.2;1.3;0.5;1.8;1.9;25.6;2023-2024
240;Jonathan Isaac;PF;26;ORL;58;2;15.8;2.5;4.9;0.51;0.7;1.9;0.375;1.8;3.0;0.598;0.584;1.0;1.4;0.72;1.3;3.2;4.5;0.5;0.7;1.2;0.5;1.1;6.8;2023-2024
241;Jaden Ivey;SG;21;DET;77;61;28.8;5.4;12.6;0.429;1.6;4.8;0.336;3.8;7.8;0.485;0.492;2.9;3.9;0.749;1.1;2.3;3.4;3.8;0.7;0.5;2.5;2.6;15.4;2023-2024
242;Andre Jackson Jr.;SG;22;MIL;57;8;10.0;0.9;1.8;0.5;0.3;0.8;0.37;0.6;0.9;0.611;0.585;0.1;0.2;0.727;0.8;1.2;2.0;0.9;0.3;0.1;0.5;1.6;2.2;2023-2024
243;GG Jackson II;PF;19;MEM;48;18;25.7;5.0;11.7;0.428;2.1;6.0;0.357;2.9;5.8;0.502;0.519;2.4;3.2;0.752;1.1;3.0;4.1;1.2;0.6;0.5;1.4;1.3;14.6;2023-2024
244;Isaiah Jackson;C;22;IND;59;3;13.1;2.6;3.9;0.665;0.0;0.1;0.0;2.6;3.9;0.677;0.665;1.2;1.7;0.716;1.6;2.4;4.0;0.8;0.6;1.0;0.7;2.3;6.5;2023-2024
245;Jaren Jackson Jr.;C;24;MEM;66;66;32.2;7.8;17.6;0.444;1.8;5.5;0.32;6.0;12.1;0.501;0.494;5.1;6.3;0.808;1.3;4.2;5.5;2.3;1.2;1.6;2.4;3.6;22.5;2023-2024
246;Justin Jackson;SF;28;MIN;2;0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023-2024
247;Quenton Jackson;PG;25;IND;3;0;3.7;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.7;0.7;1.0;0.0;1.3;1.3;0.7;0.3;0.0;0.0;0.3;0.7;2023-2024
248;Reggie Jackson;PG;33;DEN;82;23;22.2;4.0;9.2;0.431;1.2;3.5;0.359;2.7;5.8;0.475;0.499;1.0;1.2;0.806;0.4;1.5;1.9;3.8;0.5;0.2;1.3;1.8;10.2;2023-2024
249;Trayce Jackson-Davis;PF;23;GSW;68;16;16.6;3.4;4.9;0.702;0.0;0.0;0.0;3.4;4.9;0.704;0.702;1.1;1.9;0.561;2.0;3.0;5.0;1.2;0.4;1.1;0.7;1.6;7.9;2023-2024
250;LeBron James;PF;39;LAL;71;71;35.3;9.6;17.9;0.54;2.1;5.1;0.41;7.5;12.8;0.592;0.599;4.3;5.7;0.75;0.9;6.4;7.3;8.3;1.3;0.5;3.5;1.1;25.7;2023-2024
251;Jaime Jaquez Jr.;SF;22;MIA;75;20;28.2;4.5;9.3;0.489;0.9;2.7;0.322;3.7;6.6;0.558;0.536;1.9;2.3;0.811;1.1;2.7;3.8;2.6;1.0;0.3;1.5;2.2;11.9;2023-2024
252;DeJon Jarreau;SG;26;MEM;9;0;16.7;1.9;5.6;0.34;0.4;1.4;0.308;1.4;4.1;0.351;0.38;0.6;1.2;0.455;0.9;4.0;4.9;2.9;0.7;0.2;1.0;1.6;4.8;2023-2024
253;DaQuan Jeffries;SG;26;NYK;17;0;2.7;0.4;1.0;0.353;0.1;0.6;0.2;0.2;0.4;0.571;0.412;0.0;0.1;0.0;0.0;0.3;0.3;0.3;0.0;0.1;0.2;0.1;0.8;2023-2024
254;Trey Jemison;C;24;TOT;25;14;22.9;3.0;5.4;0.551;0.0;0.0;0.0;3.0;5.4;0.551;0.551;0.8;1.0;0.84;2.6;2.8;5.4;1.1;0.5;1.1;1.4;2.8;6.8;2023-2024
254;Trey Jemison;C;24;WAS;2;0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.5;0.0;0.0;2023-2024
254;Trey Jemison;C;24;MEM;23;14;24.9;3.3;5.9;0.551;0.0;0.0;0.0;3.3;5.9;0.551;0.551;0.9;1.1;0.84;2.8;3.0;5.8;1.2;0.5;1.2;1.4;3.0;7.4;2023-2024
255;Ty Jerome;SG;26;CLE;2;0;7.5;1.0;2.0;0.5;0.0;0.5;0.0;1.0;1.5;0.667;0.5;0.0;0.0;0.0;0.5;0.0;0.5;1.5;0.0;0.0;0.5;1.0;2.0;2023-2024
256;Isaiah Joe;SG;24;OKC;78;1;18.5;2.8;6.2;0.458;1.9;4.5;0.416;1.0;1.7;0.568;0.609;0.6;0.7;0.865;0.4;1.9;2.3;1.3;0.6;0.3;0.6;1.1;8.2;2023-2024
257;Cameron Johnson;PF;27;BRK;58;47;27.6;4.8;10.7;0.446;2.4;6.1;0.391;2.4;4.6;0.519;0.557;1.5;1.9;0.789;0.9;3.4;4.3;2.4;0.8;0.3;1.0;1.8;13.4;2023-2024
258;Jalen Johnson;SF;22;ATL;56;52;33.7;6.4;12.5;0.511;1.3;3.6;0.355;5.1;9.0;0.574;0.562;1.9;2.6;0.728;1.3;7.4;8.7;3.6;1.2;0.8;1.8;2.4;16.0;2023-2024
259;James Johnson;PF;36;IND;9;0;5.2;0.3;1.1;0.3;0.0;0.2;0.0;0.3;0.9;0.375;0.3;0.2;0.2;1.0;0.1;0.3;0.4;0.9;0.6;0.1;0.6;1.0;0.9;2023-2024
260;Keldon Johnson;SF;24;SAS;69;27;29.5;5.7;12.5;0.454;1.8;5.3;0.346;3.8;7.2;0.533;0.527;2.5;3.2;0.792;1.4;4.1;5.5;2.8;0.7;0.3;1.4;2.2;15.7;2023-2024
261;Keon Johnson;SG;21;BRK;5;0;12.2;1.6;4.2;0.381;0.8;2.0;0.4;0.8;2.2;0.364;0.476;2.2;2.4;0.917;0.6;0.8;1.4;0.6;0.6;0.2;1.0;1.0;6.2;2023-2024
262;Keyontae Johnson;SF;23;OKC;9;0;7.3;0.6;1.8;0.313;0.1;0.3;0.333;0.4;1.4;0.308;0.344;0.0;0.0;0.0;0.4;0.7;1.1;0.4;0.1;0.0;0.4;0.6;1.2;2023-2024
263;Nikola Joki?;C;28;DEN;79;79;34.6;10.4;17.9;0.583;1.1;2.9;0.359;9.4;14.9;0.626;0.612;4.5;5.5;0.817;2.8;9.5;12.4;9.0;1.4;0.9;3.0;2.5;26.4;2023-2024
264;Colby Jones;SG;21;SAC;30;0;6.4;0.9;2.4;0.394;0.1;0.7;0.091;0.9;1.6;0.531;0.408;0.2;0.4;0.545;0.6;0.8;1.3;0.7;0.2;0.2;0.3;1.0;2.1;2023-2024
265;Damian Jones;C;28;CLE;39;0;6.9;1.1;1.8;0.597;0.1;0.4;0.214;1.0;1.5;0.69;0.618;0.5;0.5;0.857;0.5;1.1;1.6;0.4;0.2;0.3;0.3;0.7;2.7;2023-2024
266;Derrick Jones Jr.;SF;26;DAL;76;66;23.5;3.1;6.5;0.483;1.1;3.1;0.343;2.1;3.4;0.613;0.566;1.3;1.8;0.713;1.1;2.2;3.3;1.0;0.7;0.7;0.9;1.6;8.6;2023-2024
267;Herbert Jones;SF;25;NOP;76;76;30.5;3.9;7.7;0.498;1.5;3.6;0.418;2.4;4.1;0.568;0.595;1.8;2.1;0.867;1.0;2.6;3.6;2.6;1.4;0.8;1.2;2.9;11.0;2023-2024
268;Mason Jones;SG;25;SAC;5;0;5.6;0.4;1.6;0.25;0.4;1.4;0.286;0.0;0.2;0.0;0.375;0.2;0.4;0.5;0.2;0.8;1.0;1.0;0.2;0.0;0.4;0.6;1.4;2023-2024
269;Tre Jones;PG;24;SAS;77;48;27.8;3.9;7.8;0.505;0.8;2.5;0.335;3.1;5.3;0.584;0.558;1.3;1.5;0.856;0.8;3.0;3.8;6.2;1.0;0.1;1.5;1.2;10.0;2023-2024
270;Tyus Jones;PG;27;WAS;66;66;29.3;4.9;10.1;0.489;1.6;3.9;0.414;3.3;6.2;0.537;0.569;0.5;0.6;0.8;0.3;2.4;2.7;7.3;1.1;0.3;1.0;0.7;12.0;2023-2024
271;DeAndre Jordan;C;35;DEN;36;2;11.0;1.6;2.6;0.624;0.0;0.0;0.0;1.6;2.6;0.624;0.624;0.7;1.5;0.491;1.5;2.9;4.4;0.7;0.2;0.4;0.6;1.6;3.9;2023-2024
272;Cory Joseph;PG;32;GSW;26;0;11.4;0.9;2.5;0.359;0.5;1.6;0.31;0.4;0.8;0.455;0.461;0.2;0.3;0.571;0.2;0.9;1.2;1.6;0.2;0.1;0.5;1.0;2.4;2023-2024
273;Nikola Jovi?;PF;20;MIA;46;38;19.5;2.8;6.1;0.452;1.4;3.5;0.399;1.3;2.6;0.525;0.568;0.7;1.0;0.702;0.5;3.6;4.2;2.0;0.5;0.3;0.9;1.8;7.7;2023-2024
274;Johnny Juzang;SG;22;UTA;20;5;18.6;2.6;5.5;0.464;1.6;3.9;0.416;1.0;1.7;0.576;0.609;0.5;0.7;0.714;0.4;1.5;1.8;1.2;0.2;0.1;0.7;1.5;7.2;2023-2024
275;Luke Kennard;SG;27;MEM;39;22;25.6;3.6;8.1;0.448;2.7;6.1;0.45;0.9;2.0;0.442;0.617;1.0;1.2;0.889;0.3;2.6;2.9;3.5;0.5;0.1;1.4;1.0;11.0;2023-2024
276;Walker Kessler;C;22;UTA;64;22;23.3;3.6;5.5;0.654;0.1;0.3;0.211;3.5;5.2;0.68;0.66;0.9;1.5;0.602;2.6;4.9;7.5;0.9;0.5;2.4;1.0;2.1;8.1;2023-2024
277;Braxton Key;SF;26;DEN;20;0;3.0;0.4;0.9;0.412;0.1;0.3;0.4;0.3;0.6;0.417;0.471;0.3;0.4;0.75;0.2;0.8;0.9;0.5;0.1;0.1;0.1;0.3;1.1;2023-2024
278;Corey Kispert;SF;24;WAS;80;22;25.8;4.8;9.9;0.486;2.3;6.0;0.383;2.5;3.9;0.643;0.602;1.4;2.0;0.726;0.4;2.4;2.8;2.0;0.5;0.2;1.2;1.8;13.4;2023-2024
279;Maxi Kleber;C;32;DAL;43;7;20.3;1.5;3.4;0.432;0.7;2.1;0.348;0.7;1.3;0.574;0.541;0.8;1.1;0.702;0.7;2.6;3.3;1.6;0.4;0.7;0.7;1.8;4.4;2023-2024
280;Kevin Knox;SF;24;DET;31;11;18.1;2.8;6.0;0.462;1.0;3.0;0.33;1.8;3.0;0.598;0.546;0.6;0.7;0.909;0.6;1.8;2.4;0.7;0.4;0.2;0.7;1.6;7.2;2023-2024
281;John Konchar;SF;27;MEM;55;23;21.3;1.6;3.8;0.423;0.7;2.2;0.317;0.9;1.6;0.568;0.514;0.4;0.5;0.84;1.3;3.4;4.7;2.0;0.9;0.9;0.8;1.4;4.3;2023-2024
282;Furkan Korkmaz;SG;26;PHI;35;0;8.6;0.9;2.2;0.395;0.4;1.1;0.35;0.5;1.0;0.444;0.487;0.4;0.6;0.7;0.1;0.7;0.9;0.7;0.4;0.1;0.3;0.5;2.5;2023-2024
283;Luke Kornet;C;28;BOS;63;7;15.6;2.3;3.2;0.7;0.0;0.0;1.0;2.2;3.2;0.698;0.702;0.8;0.9;0.907;1.9;2.3;4.1;1.1;0.4;1.0;0.3;1.2;5.3;2023-2024
284;Vit Krejci;PG;23;ATL;22;14;24.6;2.3;4.7;0.49;1.3;3.1;0.412;1.0;1.6;0.639;0.625;0.2;0.3;0.833;0.5;1.9;2.4;2.3;0.6;0.3;0.9;2.2;6.1;2023-2024
285;Jonathan Kuminga;PF;21;GSW;74;46;26.3;6.2;11.6;0.529;0.7;2.2;0.321;5.4;9.4;0.578;0.56;3.0;4.0;0.746;1.2;3.6;4.8;2.2;0.7;0.5;1.6;2.3;16.1;2023-2024
286;Kyle Kuzma;PF;28;WAS;70;70;32.6;8.7;18.8;0.463;2.2;6.4;0.336;6.5;12.3;0.53;0.521;2.7;3.4;0.775;0.9;5.7;6.6;4.2;0.5;0.7;2.7;2.2;22.2;2023-2024
287;Jock Landale;C;28;HOU;56;3;13.6;1.9;3.7;0.515;0.2;0.7;0.25;1.7;3.0;0.578;0.539;0.9;1.2;0.8;1.6;1.5;3.1;1.2;0.4;0.6;0.6;1.3;4.9;2023-2024
288;Jake LaRavia;PF;22;MEM;35;6;23.0;3.4;8.7;0.389;1.5;4.5;0.34;1.9;4.2;0.442;0.477;2.6;3.1;0.826;1.5;2.2;3.7;1.7;0.8;0.3;1.3;2.0;10.8;2023-2024
289;Zach LaVine;SG;28;CHI;25;23;34.9;6.8;15.0;0.452;2.4;6.8;0.349;4.4;8.3;0.536;0.531;3.5;4.1;0.854;0.3;4.8;5.2;3.9;0.8;0.3;2.1;2.3;19.5;2023-2024
290;A.J. Lawson;SG;23;DAL;42;0;7.4;1.3;2.9;0.446;0.3;1.2;0.26;1.0;1.7;0.577;0.5;0.4;0.5;0.652;0.3;0.9;1.2;0.5;0.2;0.1;0.3;0.5;3.2;2023-2024
291;Saben Lee;PG;24;PHO;24;0;7.7;0.8;2.3;0.364;0.1;0.7;0.125;0.8;1.6;0.462;0.382;1.2;1.6;0.744;0.4;0.9;1.3;1.3;0.3;0.1;0.3;0.5;3.0;2023-2024
292;Alex Len;C;30;SAC;48;0;9.3;1.0;1.7;0.617;0.0;0.1;0.0;1.0;1.6;0.641;0.617;0.4;0.7;0.588;1.0;1.7;2.7;1.0;0.2;0.7;0.6;1.4;2.5;2023-2024
293;Kawhi Leonard;SF;32;LAC;68;68;34.3;9.0;17.1;0.525;2.1;4.9;0.417;6.9;12.1;0.569;0.585;3.7;4.2;0.885;1.2;4.9;6.1;3.6;1.6;0.9;1.8;1.4;23.7;2023-2024
294;Caris LeVert;SG;29;CLE;68;10;28.8;5.1;12.1;0.421;1.6;4.9;0.325;3.5;7.2;0.486;0.487;2.3;3.0;0.766;0.6;3.5;4.1;5.1;1.1;0.5;1.7;1.8;14.0;2023-2024
295;Kira Lewis Jr.;PG;22;TOT;28;0;9.5;1.2;3.3;0.37;0.1;1.2;0.121;1.1;2.1;0.508;0.391;0.6;0.7;0.85;0.3;0.6;0.9;1.3;0.3;0.1;0.5;0.5;3.2;2023-2024
295;Kira Lewis Jr.;PG;22;NOP;15;0;9.6;1.1;3.5;0.308;0.1;1.3;0.1;0.9;2.1;0.438;0.327;0.7;0.7;0.909;0.3;0.7;0.9;1.2;0.3;0.1;0.5;0.5;2.9;2023-2024
295;Kira Lewis Jr.;PG;22;TOR;1;0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2023-2024
295;Kira Lewis Jr.;PG;22;UTA;12;0;9.9;1.5;3.3;0.45;0.2;1.1;0.154;1.3;2.3;0.593;0.475;0.6;0.8;0.778;0.4;0.6;1.0;1.6;0.3;0.1;0.5;0.3;3.8;2023-2024
296;Maxwell Lewis;SF;21;LAL;34;0;3.0;0.1;0.6;0.19;0.0;0.3;0.111;0.1;0.4;0.25;0.214;0.1;0.1;0.667;0.1;0.1;0.1;0.2;0.1;0.0;0.3;0.1;0.3;2023-2024
297;E.J. Liddell;PF;23;NOP;8;0;2.9;0.1;0.8;0.167;0.0;0.6;0.0;0.1;0.1;1.0;0.167;0.3;0.3;1.0;0.0;0.6;0.6;0.1;0.3;0.3;0.3;0.3;0.5;2023-2024
298;Damian Lillard;PG;33;MIL;73;73;35.3;7.4;17.5;0.424;3.0;8.5;0.354;4.4;9.0;0.49;0.51;6.5;7.0;0.92;0.5;3.9;4.4;7.0;1.0;0.2;2.6;1.8;24.3;2023-2024
299;Nassir Little;SF;23;PHO;45;2;10.2;1.3;2.8;0.46;0.5;1.6;0.3;0.8;1.2;0.667;0.544;0.4;0.4;0.85;0.3;1.4;1.7;0.5;0.2;0.2;0.3;0.9;3.4;2023-2024
300;Dereck Lively II;C;19;DAL;55;42;23.5;4.0;5.4;0.747;0.0;0.0;0.0;4.0;5.3;0.752;0.747;0.7;1.5;0.506;2.5;4.4;6.9;1.1;0.7;1.4;0.9;2.6;8.8;2023-2024
301;Isaiah Livers;PF;25;DET;23;6;20.4;1.7;5.0;0.345;1.0;3.3;0.286;0.8;1.7;0.462;0.44;0.5;0.8;0.667;0.7;1.4;2.1;1.1;0.6;0.2;0.7;1.9;5.0;2023-2024
302;Chris Livingston;SF;20;MIL;21;0;4.3;0.5;1.0;0.5;0.0;0.2;0.2;0.5;0.8;0.588;0.523;0.1;0.2;0.75;0.1;0.9;1.0;0.2;0.1;0.0;0.2;0.7;1.2;2023-2024
303;Kenneth Lofton Jr.;PF;21;TOT;21;0;9.5;1.7;3.7;0.462;0.3;1.1;0.292;1.4;2.6;0.537;0.506;0.8;1.2;0.654;0.6;1.2;1.8;1.6;0.3;0.2;0.7;1.1;4.6;2023-2024
303;Kenneth Lofton Jr.;PF;21;MEM;15;0;6.6;0.9;2.5;0.378;0.2;0.7;0.3;0.7;1.8;0.407;0.419;0.5;1.0;0.533;0.1;0.9;1.0;0.9;0.2;0.2;0.4;1.0;2.6;2023-2024
303;Kenneth Lofton Jr.;PF;21;PHI;2;0;4.5;0.5;3.0;0.167;0.0;1.0;0.0;0.5;2.0;0.25;0.167;0.0;0.0;0.0;0.0;1.5;1.5;0.0;0.0;0.0;1.0;0.0;1.0;2023-2024
303;Kenneth Lofton Jr.;PF;21;UTA;4;0;22.8;5.3;8.8;0.6;1.0;3.0;0.333;4.3;5.8;0.739;0.657;2.3;2.8;0.818;2.5;2.5;5.0;4.8;0.8;0.5;1.5;2.3;13.8;2023-2024
304;Kevon Looney;C;27;GSW;74;36;16.1;1.9;3.1;0.597;0.0;0.0;0.0;1.9;3.1;0.599;0.597;0.8;1.1;0.675;1.9;3.7;5.7;1.8;0.4;0.4;0.7;2.1;4.5;2023-2024
305;Brook Lopez;C;35;MIL;79;79;30.5;4.6;9.6;0.485;1.9;5.1;0.366;2.8;4.4;0.621;0.583;1.4;1.7;0.821;1.5;3.7;5.2;1.6;0.5;2.4;1.0;2.4;12.5;2023-2024
306;Robin Lopez;C;35;MIL;16;2;4.1;0.4;1.2;0.368;0.1;0.5;0.25;0.3;0.7;0.455;0.421;0.1;0.1;1.0;0.2;0.1;0.3;0.3;0.1;0.2;0.1;0.4;1.1;2023-2024
